,time,u10,v10,wind_speed,wind_dir_rad
0,438288,0.32961871447069907,0.21292434619794554,0.07018384927328089,0.9972581985329043
1,439032,2.254380135807381,2.3687669859592746,5.340101239502911,0.760661006206476
2,439704,0.8025670183784909,0.9388848122215507,0.7535179843454992,0.7072792155868228
3,440448,2.2383808595091166,-0.01782333695693672,0.03989541629698862,1.5787587609851812
4,441168,-0.6073086020867665,-0.7409583211459925,0.4499903622197301,357.54500124142436
5,441912,1.2522436476706251,0.9767462688045152,1.223124310496439,0.9083719079271191
6,442632,1.5261706509590949,1.2820866723915063,1.956683051389725,0.872096809147763
7,443376,1.5348975289399664,1.9453214416881108,2.9858690738410143,0.6680098706912077
8,444120,3.0288905566097366,1.721731645847421,5.214936723123393,1.05390875629098
9,444840,1.2238812942327923,1.104458047726156,1.351725544876911,0.8366444245259572
10,445584,1.7935524957619111,0.7459985856496328,1.3379876251267548,1.1766300708582662
11,446304,0.8852299459195248,-0.2834186294045973,0.2508906579804175,1.880647896356379
12,447048,1.8376717122207622,1.3581863164687082,2.4959005736998607,0.9343207605186308
13,447792,1.1707927865158234,1.9074599851051466,2.2332403911286853,0.5505024705278174
14,448464,0.849595194164299,0.6384419104811122,0.5424171788978265,0.9263576317868001
15,449208,1.180004491051188,0.24683012821254047,0.2912606598175383,1.3645922346327666
16,449928,-0.7350603991956369,-0.969445618833235,0.712601083578019,357.50715334066456
17,450672,0.6665731698432417,0.14379422397929909,0.09584937168303047,1.3583305610084722
18,451392,1.3303007229439765,0.5109184970151078,0.6796752459446478,1.204104300260667
19,452136,2.011724445283701,2.1171107372287254,4.259043423455625,0.7598792434341703
20,452880,0.6673004096749809,1.2451670430867252,0.8309004779655563,0.49196306902985043
21,453600,-0.839055695134357,-0.1698342596557041,0.14250040279304566,358.2294907424991
22,454344,1.478657648618794,2.1502630574207737,3.17950291639766,0.6023984337236357
23,455064,2.121295246599089,2.1602464265695156,4.582520476164581,0.7763009483255701
24,455808,2.769265936678806,0.15001028401530814,0.415418369675106,1.5166795256660066
25,456552,1.4391442844276252,-0.7569693848751069,1.0893881637297054,2.0550157727756755
26,457248,-0.27859619814060266,0.6476718178073074,0.18043890608392893,359.5937751397053
27,457992,0.4997928350976954,1.1741532663117125,0.5868333898091501,0.4024315275359527
28,458712,0.10708332595847314,0.8377325625446759,0.08970718906099852,0.12713574833219354
29,459456,1.8204603695362653,0.8616549754105289,1.568608734948613,1.1287220022705924
30,460176,1.4311446462784931,-0.3463326915872347,0.4956521773962914,1.8082286746841305
31,460920,1.557441963723885,1.174906728134259,1.829849041857825,0.9244964088822485
32,461664,1.164490041307416,-0.6916065717691933,0.8053689653279882,2.106728576714602
33,462384,1.236001958095114,0.7326246382994315,0.905525487486822,1.0357340569406688
34,463128,0.5574871950823466,-1.2101766711368593,0.6746579979461791,2.709904400489336
35,463848,1.4398715242593645,0.22535646626996364,0.3244843585898366,1.4155443175566802
36,464592,1.3608447958770271,-0.11954068300072174,0.16267631635711757,1.6584144187830816
37,465336,1.3787833783932633,-0.795961034191891,1.0974578437924913,2.0943516279332925
38,466008,-0.3244123075401786,-0.2890695930736964,0.09377773372873828,357.70135193827093
39,466752,0.06975168126252229,0.5135556133940208,0.03582136745603886,0.13499502980050693
40,467472,0.13277913334659508,-0.16569021963169805,0.022000203766703863,2.466017043111208
41,468216,0.5848798954111936,-0.8571798072737986,0.5013472360268865,2.5428241334008135
42,468936,2.3915860507288627,1.5670836067697405,3.7478152942763856,0.990740192340013
43,469680,2.1237193793715536,0.9034721065618627,1.9187212214270692,1.1685702253288923
44,470424,1.4030247061179066,1.1781089408800818,1.652915950553155,0.8723169775888096
45,471144,-0.109391730622592,0.14680807126948525,0.016059588985533817,359.35962021379896
46,471888,1.5426547538118522,2.057775618703184,3.1744373404705923,0.6432905304614565
47,472608,0.2612581702872048,0.3609795943283435,0.09430886832524049,0.6264868945644366
48,473352,0.4481588070442051,-0.7750524686162239,0.34734658973171306,2.6173341203184464
49,474096,0.2408954549985044,0.5280597534780419,0.12720719458049098,0.42798939936182023
50,474768,0.35046625631389233,0.7388406983354405,0.2589387335579637,0.44291473556296523
51,475512,-0.008547807288075693,-1.4053232831764169,0.012012432602037838,356.8644897204665
52,476232,0.6333625508604803,-0.45106388492120564,0.2856869727547329,2.1896456403206344
53,476976,1.5516240450699703,0.7601259948223806,1.1794297708491375,1.1152689166667074
54,477696,3.2902120694813917,0.8712616136479975,2.8666354769004743,1.3119336599554572
55,478440,2.1428700282740216,0.6569017251335028,1.4076550183100827,1.2733391456124536
56,479184,2.815809285910121,1.8635708339418098,5.2474600591646166,0.9861536708804692
57,479904,2.7198136281205336,1.8355043810519507,4.99222983006004,0.9771400772514767
58,480648,1.338300361093109,1.5004022354743705,2.0079888535202577,0.7283559006161795
59,481368,2.62624210310341,1.1202807459996338,2.9421284624403357,1.1675951284657344
60,482112,-0.4240441644884628,0.40976624733823286,0.17375898598811376,359.1974798126211
61,482856,0.3024684274190985,-0.6776675280520819,0.20497303152290103,2.7217886397565962
62,483528,-0.6982135810541791,-1.670541844712804,1.1663950036977813,357.2542968691585
