,time,u10,v10,wind_speed,wind_dir_rad
400,730440,,,,
401,731184,,,,
402,731904,,,,
403,732648,,,,
404,733392,,,,
405,734112,,,,
406,734856,,,,
407,735576,,,,
408,736320,,,,
409,737064,,,,
410,737760,,,,
411,738504,,,,
412,739224,,,,
413,739968,,,,
414,740688,,,,
415,741432,,,,
416,742176,,,,
417,742896,,,,
418,743640,,,,
419,744360,,,,
420,745104,,,,
421,745848,,,,
422,746520,,,,
423,747264,,,,
424,747984,,,,
425,748728,,,,
426,749448,,,,
427,750192,,,,
428,750936,,,,
429,751656,,,,
430,752400,,,,
431,753120,,,,
432,753864,,,,
433,754608,,,,
434,755280,,,,
435,756024,,,,
436,756744,,,,
437,757488,,,,
438,758208,,,,
439,758952,,,,
440,759696,,,,
441,760416,,,,
442,761160,,,,
443,761880,,,,
444,762624,,,,
445,763368,,,,
446,764040,,,,
447,764784,,,,
448,765504,,,,
449,766248,,,,
450,766968,,,,
451,767712,,,,
452,768456,,,,
453,769176,,,,
454,769920,,,,
455,770640,,,,
456,771384,,,,
457,772128,,,,
458,772824,,,,
459,773568,,,,
460,774288,,,,
461,775032,,,,
462,775752,,,,
463,776496,,,,
464,777240,,,,
465,777960,,,,
466,778704,,,,
467,779424,,,,
468,780168,,,,
469,780912,,,,
470,781584,,,,
471,782328,,,,
472,783048,,,,
473,783792,,,,
474,784512,,,,
475,785256,,,,
476,786000,,,,
477,786720,,,,
478,787464,,,,
479,788184,,,,
480,788928,,,,
481,789672,,,,
482,790344,,,,
483,791088,,,,
484,791808,,,,
485,792552,,,,
486,793272,,,,
487,794016,,,,
488,794760,,,,
489,795480,,,,
490,796224,,,,
491,796944,,,,
492,797688,,,,
493,798432,,,,
494,799104,,,,
495,799848,,,,
496,800568,,,,
497,801312,,,,
498,802032,,,,
499,802776,,,,
500,803520,,,,
501,804240,,,,
502,804984,,,,
503,805704,,,,
504,806448,,,,
505,807192,,,,
506,807888,,,,
507,808632,,,,
508,809352,,,,
509,810096,,,,
510,810816,,,,
511,811560,,,,
512,812304,,,,
513,813024,,,,
514,813768,,,,
515,814488,,,,
516,815232,,,,
517,815976,,,,
518,816648,,,,
519,817392,,,,
520,818112,,,,
521,818856,,,,
522,819576,,,,
523,820320,,,,
524,821064,,,,
525,821784,,,,
526,822528,,,,
527,823248,,,,
528,823992,,,,
529,824736,,,,
530,825408,,,,
531,826152,,,,
532,826872,,,,
533,827616,,,,
534,828336,,,,
535,829080,,,,
536,829824,,,,
537,830544,,,,
538,831288,,,,
539,832008,,,,
540,832752,,,,
541,833496,,,,
542,834168,,,,
543,834912,,,,
544,835632,,,,
545,836376,,,,
546,837096,,,,
547,837840,,,,
548,838584,,,,
549,839304,,,,
550,840048,,,,
551,840768,,,,
552,841512,,,,
553,842256,,,,
554,842952,,,,
555,843696,,,,
556,844416,,,,
557,845160,,,,
558,845880,,,,
559,846624,,,,
560,847368,,,,
561,848088,,,,
562,848832,,,,
563,849552,,,,
564,850296,,,,
565,851040,,,,
566,851712,,,,
567,852456,,,,
568,853176,,,,
569,853920,,,,
570,854640,,,,
571,855384,,,,
572,856128,,,,
573,856848,,,,
574,857592,,,,
575,858312,,,,
576,859056,,,,
577,859800,,,,
578,860472,,,,
579,861216,,,,
580,861936,,,,
581,862680,,,,
582,863400,,,,
583,864144,,,,
584,864888,,,,
585,865608,,,,
586,866352,,,,
587,867072,,,,
588,867816,,,,
589,868560,,,,
590,869232,,,,
591,869976,,,,
592,870696,,,,
593,871440,,,,
594,872160,,,,
595,872904,,,,
596,873648,,,,
597,874368,,,,
598,875112,,,,
599,875832,,,,
600,876576,,,,
601,877320,,,,
602,878016,,,,
603,878760,,,,
604,879480,,,,
605,880224,,,,
606,880944,,,,
607,881688,,,,
608,882432,,,,
609,883152,,,,
610,883896,,,,
611,884616,,,,
612,885360,,,,
613,886104,,,,
614,886776,,,,
615,887520,,,,
616,888240,,,,
617,888984,,,,
618,889704,,,,
619,890448,,,,
620,891192,,,,
621,891912,,,,
622,892656,,,,
623,893376,,,,
624,894120,,,,
625,894864,,,,
626,895536,,,,
627,896280,,,,
628,897000,,,,
629,897744,,,,
630,898464,,,,
631,899208,,,,
632,899952,,,,
633,900672,,,,
634,901416,,,,
635,902136,,,,
636,902880,,,,
637,903624,,,,
638,904296,,,,
639,905040,,,,
640,905760,,,,
641,906504,,,,
642,907224,,,,
643,907968,,,,
644,908712,,,,
645,909432,,,,
646,910176,,,,
647,910896,,,,
648,911640,,,,
649,912384,,,,
650,913080,,,,
651,913824,,,,
652,914544,,,,
653,915288,,,,
654,916008,,,,
655,916752,,,,
656,917496,,,,
657,918216,,,,
658,918960,,,,
659,919680,,,,
660,920424,,,,
661,921168,,,,
662,921840,,,,
663,922584,,,,
664,923304,,,,
665,924048,,,,
666,924768,,,,
667,925512,,,,
668,926256,,,,
669,926976,,,,
670,927720,,,,
671,928440,,,,
672,929184,,,,
673,929928,,,,
674,930600,,,,
675,931344,,,,
676,932064,,,,
677,932808,,,,
678,933528,,,,
679,934272,,,,
680,935016,,,,
681,935736,,,,
682,936480,,,,
683,937200,,,,
684,937944,,,,
685,938688,,,,
686,939360,,,,
687,940104,,,,
688,940824,,,,
689,941568,,,,
690,942288,,,,
691,943032,,,,
692,943776,,,,
693,944496,,,,
694,945240,,,,
695,945960,,,,
696,946704,,,,
697,947448,,,,
698,948144,,,,
699,948888,,,,
700,949608,,,,
701,950352,,,,
702,951072,,,,
703,951816,,,,
704,952560,,,,
705,953280,,,,
706,954024,,,,
707,954744,,,,
708,955488,,,,
709,956232,,,,
710,956904,,,,
711,957648,,,,
712,958368,,,,
713,959112,,,,
714,959832,,,,
715,960576,,,,
716,961320,,,,
717,962040,,,,
718,962784,,,,
719,963504,,,,
720,964248,,,,
721,964992,,,,
722,965664,,,,
723,966408,,,,
724,967128,,,,
725,967872,,,,
726,968592,,,,
727,969336,,,,
728,970080,,,,
729,970800,,,,
730,971544,,,,
731,972264,,,,
732,973008,,,,
733,973752,,,,
734,974424,,,,
735,975168,,,,
736,975888,,,,
737,976632,,,,
738,977352,,,,
739,978096,,,,
740,978840,,,,
741,979560,,,,
742,980304,,,,
743,981024,,,,
744,981768,,,,
745,982512,,,,
746,983208,,,,
747,983952,,,,
748,984672,,,,
749,985416,,,,
750,986136,,,,
751,986880,,,,
752,987624,,,,
753,988344,,,,
754,989088,,,,
755,989808,,,,
756,990552,,,,
757,991296,,,,
758,991968,,,,
759,992712,,,,
760,993432,,,,
761,994176,,,,
762,994896,,,,
763,995640,,,,
764,996384,,,,
765,997104,,,,
766,997848,,,,
767,998568,,,,
768,999312,,,,
769,1000056,,,,
770,1000728,,,,
771,1001472,,,,
772,1002192,,,,
773,1002936,,,,
774,1003656,,,,
775,1004400,,,,
776,1005144,,,,
777,1005864,,,,
778,1006608,,,,
779,1007328,,,,
780,1008072,,,,
781,1008816,,,,
782,1009488,,,,
783,1010232,,,,
784,1010952,,,,
785,1011696,,,,
786,1012416,,,,
787,1013160,,,,
788,1013904,,,,
789,1014624,,,,
790,1015368,,,,
791,1016088,,,,
792,1016832,,,,
793,1017576,,,,
794,1018272,,,,
795,1019016,,,,
796,1019736,,,,
797,1020480,,,,
798,1021200,,,,
799,1021944,,,,
800,1022688,,,,
801,1023408,,,,
802,1024152,,,,
803,1024872,,,,
804,1025616,,,,
805,1026360,,,,
806,1027032,,,,
807,1027776,,,,
808,1028496,,,,
809,1029240,,,,
810,1029960,,,,
811,1030704,,,,
812,1031448,,,,
813,1032168,,,,
814,1032912,,,,
815,1033632,,,,
816,1034376,,,,
817,1035120,,,,
818,1035792,,,,
819,1036536,,,,
820,1037256,,,,
821,1038000,,,,
822,1038720,,,,
823,1039464,,,,
824,1040208,,,,
825,1040928,,,,
826,1041672,,,,
827,1042392,,,,
828,1043136,,,,
829,1043880,,,,
830,1044552,,,,
831,1045296,,,,
832,1046016,,,,
833,1046760,,,,
834,1047480,,,,
835,1048224,,,,
836,1048968,,,,
837,1049688,,,,
838,1050432,,,,
839,1051152,,,,
840,1051896,,,,
841,1052640,,,,
842,1053336,,,,
843,1054080,,,,
844,1054800,,,,
845,1055544,,,,
846,1056264,,,,
847,1057008,,,,
848,1057752,,,,
849,1058472,,,,
850,1059216,,,,
851,1059936,,,,
852,1060680,,,,
853,1061424,,,,
854,1062096,,,,
855,1062840,,,,
856,1063560,,,,
857,1064304,,,,
858,1065024,,,,
859,1065768,,,,
860,1066512,,,,
861,1067232,,,,
862,1067976,,,,
863,1068696,,,,
864,1069440,,,,
865,1070184,,,,
866,1070856,,,,
