id,time,u10,v10
86,966422,-2.42891781858331,2.2332536820560747
87,966423,-2.1841021699125234,2.285506587549268
88,966424,-1.985297100439161,2.0095997623901547
89,966425,-1.634681724202105,1.5866957525468934
90,966426,-1.0631171494661884,0.9593737827522397
91,966427,-0.5173873919266863,0.4644066999485865
92,966428,-0.18227290600747903,0.04982870251907645
93,966429,-0.010778928998897985,-0.20540664354382843
94,966430,0.13660255195969606,-0.3690558530554773
95,966431,0.08837755985972207,-0.41987323916698926
96,967128,1.2258476541361503,-0.551366814528981
97,967129,1.2561112971376645,-0.6736730658482131
98,967130,1.169257102182099,-0.793108278404083
99,967131,1.1754082491336264,-0.9742708243722418
100,967132,1.2236332412336004,-1.2016570944305327
101,967133,1.1569548082790444,-1.326834384513127
102,967134,1.1089758620571315,-1.4287562606124873
103,967135,0.6141776012762756,-1.0199203407097017
104,967136,0.08862360573778316,-0.423031381806688
105,967137,-0.3717282321145199,0.2375946376429683
106,967138,-0.602519265735824,0.7871114569505049
107,967139,-1.161289454812564,1.4121365957344687
108,967140,-1.5345410518312406,1.9559113375152806
109,967141,-1.6258240725919055,2.261964069689697
110,967142,-1.5552089055883722,2.3670440884287562
111,967143,-1.4351385170945594,2.4414039923998385
112,967144,-1.1969661071314222,2.1568840509506386
113,967145,-0.6827302219837401,1.8600186428189809
114,967146,-0.19088451173961718,1.3498350545695073
115,967147,0.14841275410662846,0.5554186287471703
116,967148,0.48032864361104166,0.15892817552684235
117,967149,0.9022973244858143,-0.24904643274693505
118,967150,1.043035566736759,-0.14856007602925603
119,967151,1.1508036613275172,-0.4210216546723342
120,967872,0.8550565158980847,-0.02682803246269616
121,967873,0.8548104700200236,-0.20081298152244909
122,967874,0.7760757890404741,-0.3205352979546552
123,967875,0.7509791094782428,-0.31450611655159433
124,967876,0.7741074220159854,-0.29986381885844704
125,967877,0.7148103654032623,-0.33546469952413904
126,967878,0.7354782191603939,-0.46494854775177696
127,967879,0.31547790531011,-0.09487165115438145
128,967880,-0.2137667783992987,0.4443094286050506
129,967881,-0.6539428542505923,1.161207807816607
130,967882,-0.7061045803995438,1.5838247137835313
131,967883,-1.0006214964386708,2.137360987359775
132,967884,-1.2565092096222066,2.7414275431711945
133,967885,-1.4388292052654754,3.1735188770572145
134,967886,-1.592607879053658,3.2837667655703258
135,967887,-1.4068432411175338,3.100594492467813
136,967888,-1.0102172856830536,2.86201117123241
137,967889,-0.6118690091021455,2.5482066343969145
138,967890,-0.15520785942075888,2.0018479577290766
139,967891,0.11125982651940358,1.2390129583037246
140,967892,0.33639180494530285,0.6211654164281661
141,967893,0.5307680486135654,0.3332002284629314
142,967894,0.7539316600149759,0.2663050252765906
143,967895,0.8545644241419625,0.1813222778810677
144,968592,0.3506624658728461,0.42823161153022227
145,968593,0.3213830063835762,0.3389423059896557
146,968594,0.1602229562535611,0.20256796472994854
147,968595,0.05909810037045227,0.028295911793859485
148,968596,-0.04768581070806177,-0.19880325438809532
149,968597,-0.15028694185953717,-0.3297226219974143
150,968598,-0.40273001275021736,-0.3667590220447874
151,968599,-0.9327128340938096,0.0038920823052799314
152,968600,-1.3605866160420486,0.5327374225166084
153,968601,-1.7545060668178567,1.193937649718937
154,968602,-1.8074059306009915,1.588418375804911
155,968603,-2.1737682430339573,2.2148790339705564
156,968604,-2.5214310687342802,2.8755050534202122
157,968605,-2.6213256952270836,3.381094979648306
158,968606,-2.4230127175098435,3.6084812497065966
159,968607,-2.0377048724661733,3.5909679132500876
160,968608,-1.750323286890818,3.305012452419206
161,968609,-1.4813951421700446,2.787938371137663
162,968610,-1.1125723709564679,2.1850202308315887
163,968611,-0.7031520298628107,1.4247691662932627
164,968612,-0.4420973532399921,0.8293157267719296
165,968613,-0.13503209741974942,0.7256712274145518
166,968614,0.23920368311117146,0.6828927498404549
167,968615,0.31720022645653767,0.5226887868448404
168,969336,0.382402384142727,-0.2430172513438742
169,969337,0.4837732859038969,-0.3808271119852624
170,969338,0.484019331781958,-0.4477223151716032
171,969339,0.46851844146410915,-0.4606419896067333
172,969340,0.36788567733712263,-0.5080141292022109
173,969341,0.2606096745024865,-0.48619423460065736
174,969342,0.11790306522705318,-0.5226564268953582
175,969343,-0.09049779349069165,-0.3452262313195704
176,969344,-0.548635218440445,0.18247069338641264
177,969345,-1.0877217372722976,0.8818557361414592
178,969346,-1.385929341482341,1.374525987934423
179,969347,-1.8484955922371937,1.9851959329015751
180,969348,-2.1636803620334524,2.5582552700686825
181,969349,-2.2788298329660437,2.974268786879874
182,969350,-2.1452269211788706,3.3007058942741625
183,969351,-1.824875187943329,3.144808489423592
184,969352,-1.4779504998771893,2.6883133260489926
185,969353,-1.2186181444007982,2.320246156585951
186,969354,-0.8928534018479124,1.7796295574448373
187,969355,-0.5419919797327954,1.247626074593811
188,969356,-0.19260683288604485,0.8031892740253332
189,969357,0.034001420808220884,0.5723577574510075
190,969358,0.16908060786376033,0.46124855730888825
191,969359,0.23452881142801074,0.06849045448093083
192,970080,1.0125258778571835,-0.11669154575593454
193,970081,1.0526313559811415,-0.2665597692034445
194,970082,1.0206453918331995,-0.4744229756708722
195,970083,0.9847226936362801,-0.5588315153137229
196,970084,0.9431409402439556,-0.6165393944573041
197,970085,0.8223324141159594,-0.6185491215916579
198,970086,0.735724265038455,-0.6662083650634711
199,970087,0.6441951983997288,-0.5915613572160523
200,970088,0.21779769171985652,-0.07075492554213847
201,970089,-0.24649088018142407,0.5726448613273436
202,970090,-0.514188795511892,1.089718942608887
203,970091,-0.8306037946984564,1.7451770922844907
204,970092,-1.2456831909875183,2.383983217132593
205,970093,-1.5424145199291952,2.8608627557270645
206,970094,-1.6204110632745614,3.0670033389364746
207,970095,-1.506491821732276,3.064993611802121
208,970096,-1.2749626504767884,2.7442985819345567
209,970097,-0.9381258434111537,2.190475204481977
210,970098,-0.48146469372976686,1.377397026697785
211,970099,-0.152993446518209,0.744045875500071
212,970100,0.13266581791071874,0.5126401511730725
213,970101,0.4717170378789034,0.36191061609655373
214,970102,0.8646523051424673,0.003604978428943806
215,970103,0.8688350850695058,-0.14856007602925603
216,970800,1.0216295753454439,-1.3251117612551098
217,970801,1.1409618262050736,-1.3325764620398517
218,970802,1.1581850376693499,-1.3615739535498104
219,970803,1.1749161573775042,-1.3452090325986457
220,970804,1.1540022577423115,-1.3518124217543788
221,970805,1.1540022577423115,-1.3437735132169644
222,970806,1.1682729186698546,-1.3598513302917932
223,970807,1.1544943494984337,-1.3294183194001532
224,970808,1.0122798319791224,-1.166917525393849
225,970809,0.5366731496870316,-0.5981647463717858
226,970810,0.13094349676429107,-0.05238027745662022
227,970811,-0.24993552247427941,0.4994333728616063
228,970812,-0.6942943782526114,1.097757851146301
229,970813,-1.0151382032442755,1.4020879600627008
230,970814,-1.2269837042548755,1.4752994485284385
231,970815,-1.257739439012512,1.4750123446521015
232,970816,-1.0486004426605837,1.176137209386091
233,970817,-0.6003048528332742,0.6854766847274809
234,970818,-0.11953120710190057,0.2907088547651697
235,970819,0.304651886675422,-0.21545527921559637
236,970820,0.5905571969824108,-0.580651409915276
237,970821,0.821348230603715,-0.8028698101995149
238,970822,0.9547050965128269,-0.9820226290333198
239,970823,1.0678862004209293,-1.1023191532181986
240,971544,1.9091170575118026,-0.8875654537187012
241,971545,1.9757954904663584,-0.913691906465298
242,971546,2.0294334918836765,-0.9860420833020269
243,971547,2.0326320882984708,-1.0618375066547907
244,971548,1.9664457471000372,-1.072460350079231
245,971549,1.8798375980225326,-0.9831710445386648
246,971550,1.8874650202424266,-0.859142169961415
247,971551,1.8761469098516161,-0.7908114473933932
248,971552,1.75533838372362,-0.7155902317933021
249,971553,1.5698197916655567,-0.5126077912235902
250,971554,1.2910498118223397,-0.2987154033531021
251,971555,0.9921040699781128,-0.06903230228412127
252,971556,0.8215942764817761,0.11930784059244282
253,971557,0.743351687258349,0.4543580642768186
254,971558,0.6240194363987193,0.6530339467014872
255,971559,0.49902813034368465,0.8344835965459816
256,971560,0.3939665404115983,0.7931406383535653
257,971561,0.5775167654451729,0.7650044584726152
258,971562,0.9623325187327207,0.24534644230404634
259,971563,1.3208213630677317,-0.288379663804998
260,971564,1.5902415995446275,-0.665921261187135
261,971565,1.8023331464332886,-0.8594292738377511
262,971566,1.8660590288511116,-0.82985757457512
263,971567,1.9164984338536355,-0.880674960686632
264,972264,1.5014190375645733,-0.7405682690345539
265,972265,1.4403996598054225,-0.789088824135376
266,972266,1.4022625487059532,-0.9119692832072808
267,972267,1.4042309157304418,-1.137345826131218
268,972268,1.3690463551677057,-1.1562946819694089
269,972269,1.3021218763350888,-1.1011707377128537
270,972270,1.2561112971376645,-0.9751321360012501
271,972271,1.1835277631096424,-0.9920712647050878
272,972272,1.0988879810566268,-0.9168500491049967
273,972273,0.9214889029745795,-0.6653470534344623
274,972274,0.7170247783058121,-0.4655227555044492
275,972275,0.34721782357999087,0.10064608863058844
276,972276,0.1715410666443712,0.41129248282638464
277,972277,0.08517896344492804,0.6360948179976496
278,972278,0.007920557733745115,0.7911309112192115
279,972279,0.07484503656636199,0.8953496183292615
280,972280,0.20500330606067974,0.9010916958559858
281,972281,0.50025835973399,0.683179853716791
282,972282,0.898852682192959,0.30448984082930863
283,972283,1.2482378290397096,-0.015918085161919393
284,972284,1.4519638160742938,-0.2786181320095662
285,972285,1.5617002776895408,-0.5507926067763083
286,972286,1.530698497053843,-0.6085004859198899
287,972287,1.4721395780753033,-0.748607177571968
288,973008,1.1697491939382212,-1.0469081050853069
289,973009,1.150311569571395,-1.1344747873678558
290,973010,1.0954433387637714,-1.1738080184259188
291,973011,1.0678862004209293,-1.136197410625873
292,973012,1.02974908932146,-1.106912815239578
293,973013,1.0312253645898264,-1.0540857019937127
294,973014,0.9529827753663993,-1.0222171717203912
295,973015,0.9438790778781389,-1.014178263182977
296,973016,0.896392223412348,-1.017910613575348
297,973017,0.7428595955022268,-0.986329187178363
298,973018,0.3440192271651966,-0.5772061633992411
299,973019,-0.19408310815441143,-0.027689344091704537
300,973020,-0.6327829087373384,0.6145620272724326
301,973021,-0.8374930792841668,1.1009159937859994
302,973022,-0.9915177989504103,1.2648523071739848
303,973023,-1.0557357731243555,1.2740396312167435
304,973024,-0.8500414190652825,1.0891447348562147
305,973025,-0.4777740055588504,0.805199001159687
306,973026,0.11372028530001455,0.30937060672702454
307,973027,0.6380440514482015,-0.24186883583852925
308,973028,0.981770143099547,-0.6805635588802823
309,973029,1.088800100056122,-0.8637358319827948
310,973030,1.1466208814004786,-0.9171371529813328
311,973031,1.193123552354025,-1.039730508176901
312,973752,1.632315444693074,-0.9102466599492631
313,973753,1.6807864826711092,-0.773872318689556
314,973754,1.6913664554277363,-0.684870117025326
315,973755,1.7477109615037263,-0.6920477139337318
316,973756,1.8106987062873658,-0.7250646597123978
317,973757,1.7597672095287198,-0.7589429171200721
318,973758,1.6884139048910032,-0.7865048892483499
319,973759,1.506339955125795,-0.8812491684393042
320,973760,1.254388975991237,-0.779040188463608
321,973761,1.0317174563459486,-0.4692551058968202
322,973762,0.5671828385666071,-0.1534408419269715
323,973763,0.10830727598267065,0.20945845776201777
324,973764,-0.22434675115592584,0.6952382165229118
325,973765,-0.3604101217237097,1.115271187602811
326,973766,-0.47555959265630054,1.3056210576137288
327,973767,-0.543468255001162,1.3937619476489496
328,973768,-0.44037503209356443,1.3581610669832576
329,973769,-0.009548699608592504,1.0776605798027652
330,973770,0.6085185460808705,0.7845275220634789
331,973771,1.308026977408555,0.09232007621683769
332,973772,1.6084489945211482,-0.43595105624181807
333,973773,1.6884139048910032,-0.7632494752651158
334,973774,1.5442310203472032,-0.8022956024468422
335,973775,1.6069727192527816,-1.0503533516013417
336,974424,0.1712950207663101,-1.897022682916872
337,974425,0.22370279279332272,-1.88726115112144
338,974426,0.21386095767087898,-1.8955871635351906
339,974427,0.17966058062038726,-1.8875482549977765
340,974428,0.2064795813290463,-1.930039628695538
341,974429,0.24683110533106534,-2.0514845683857614
342,974430,0.20180470964588548,-2.1063214087659805
343,974431,0.03498560432046527,-1.873193061180965
344,974432,-0.2624838622553951,-1.7847650672694075
345,974433,-0.9664211193881789,-1.4138268590430036
346,974434,-1.4422738475583308,-0.996377822850131
347,974435,-1.9383023377294921,-0.34694885457758806
348,974436,-2.330499467358873,0.17615440810701566
349,974437,-2.5317649956128463,0.5209661635868232
350,974438,-2.5996736579577076,0.7431845638710617
351,974439,-2.5167561970511194,0.7434716677473978
352,974440,-2.170077554863041,0.5433602659410486
353,974441,-1.6238557055674168,0.15749265614516084
354,974442,-0.9681434405346065,-0.33948415379284613
355,974443,-0.3584417546992209,-0.8872783498423651
356,974444,0.0861631469571722,-1.3566931876520947
357,974445,0.24510878418463766,-1.634035532192889
358,974446,0.25691898633157007,-1.6575780500524595
359,974447,0.1759698924494708,-1.7503126021090605
360,975168,0.21607537057342885,-0.9972391344791398
361,975169,0.2133688659147568,-1.1077741268685868
362,975170,0.2372353160866828,-1.2691265053695457
363,975171,0.24683110533106534,-1.3808099132643377
364,975172,0.1833512687913036,-1.4388048962842552
365,975173,0.13143558852041326,-1.3808099132643377
366,975174,0.14447602005765114,-1.4520116745957217
367,975175,0.04212093478423684,-1.3744936279849407
368,975176,-0.5498654478307503,-0.8792394413049509
369,975177,-1.3202350920400292,-0.18215122956059426
370,975178,-1.8101124352596636,0.25769190898650374
371,975179,-2.4498317182185025,0.9312376028712896
372,975180,-2.654541888765331,1.3079178886244187
373,975181,-2.6535577052530868,1.446014853142143
374,975182,-2.411202515362911,1.4451535415131347
375,975183,-2.02786303734373,1.341509042155757
376,975184,-1.7358065800852138,1.1856116373051866
377,975185,-1.215665593864065,0.8867365020391751
378,975186,-0.8771064656520027,0.4328252735516016
379,975187,-0.3520445618696324,-0.008166280500841339
380,975188,-0.022097039389708195,-0.4856200268479851
381,975189,0.08321059642043926,-0.8367480676071892
382,975190,0.13906301074030702,-0.8447869761446039
383,975191,0.09157615627451632,-0.8763684025415888
384,975888,0.5071476443197006,-0.3667590220447874
385,975889,0.4822970106355303,-0.5200724920083322
386,975890,0.4308734221207622,-0.6877411557886881
387,975891,0.3634568515320229,-0.8401933141232241
388,975892,0.2611017662586087,-0.9297697235401268
389,975893,0.13438813905714642,-1.035711053908194
390,975894,-0.05482114117183334,-1.1433750075342788
391,975895,-0.5816053661006313,-0.9039303746698661
392,975896,-1.1593210877880753,-0.43078318646776603
393,975897,-1.7252266073285867,0.15031505923675548
394,975898,-2.052221579271778,0.5278566566188925
395,975899,-2.4121866988751552,1.1856116373051866
396,975900,-2.536931959052129,1.6972307449363409
397,975901,-2.5034697196358207,1.865186512593033
398,975902,-2.3140143935287796,1.8976292506190267
399,975903,-2.1417822788860152,1.8235564505242805
400,975904,-1.7444181858173518,1.7503449620585427
401,975905,-1.1428360139579818,1.468983163249041
402,975906,-0.6517284413480424,1.0684732557600056
403,975907,-0.33801994682015013,0.5913066132891984
404,975908,-0.00905660785247031,0.13911800805964258
405,975909,0.14890484586275066,-0.10951394884752919
406,975910,0.4126660271442413,-0.23325571954844238
407,975911,0.4421915325115724,-0.3690558530554773
408,976632,0.11052168888522051,-0.14138247912085022
409,976633,0.1762159383275319,-0.19334828073770716
410,976634,0.1594848186193778,-0.2051195396674923
411,976635,0.08444082581074475,-0.27086632734848815
412,976636,0.05835996273626898,-0.3458004390722431
413,976637,-0.02578772756062464,-0.5734738130068702
414,976638,-0.28462799128089333,-0.687454051912352
415,976639,-0.7631872241097171,-0.25163036763396107
416,976640,-1.2104986304247825,0.1813222778810677
417,976641,-1.6629770001791302,0.7144741762374394
418,976642,-1.8866327033366628,1.0515341270561689
419,976643,-2.33443620140785,1.7394350147577664
420,976644,-2.555385399906711,2.3394821163004784
421,976645,-2.4692693425853287,2.5815106840519166
422,976646,-2.16761709608243,2.5128928576075586
423,976647,-1.8403760782611776,2.3595793876440143
424,976648,-1.517563886245025,2.203394878917107
425,976649,-1.2077921257661104,1.9587823762786427
426,976650,-0.9341891093621761,1.504584043914733
427,976651,-0.7299710305714697,0.975451599827069
428,976652,-0.5092678779506703,0.6739925296740314
429,976653,-0.3697598650900311,0.4026793665362982
430,976654,-0.09148197700293603,0.09605242660920865
431,976655,0.010873108270478271,0.025424873030496897
432,977352,0.07459899068830089,-0.2576595490370215
433,977353,0.041874888906175745,-0.4721261446601823
434,977354,-0.04227280139071765,-0.6736730658482131
435,977355,-0.03562956268306827,-0.9650835003294826
436,977356,-0.0695838938554989,-0.9757063437539228
437,977357,-0.15471576766463668,-0.9271857886531008
438,977358,-0.2809373031099769,-0.812057134242274
439,977359,-0.5309199152200463,-0.49997522066479627
440,977360,-0.8982664111652565,-0.08051645733757029
441,977361,-1.4014302318001897,0.5485281357151006
442,977362,-1.6981615607418665,1.1904924032029016
443,977363,-2.092573103273797,1.9082520940434669
444,977364,-2.470253526097573,2.433077979986088
445,977365,-2.5671956020536433,2.8043032920888282
446,977366,-2.4072657813139338,2.8462204580339168
447,977367,-2.258161979208912,2.72506262222003
448,977368,-2.0217118903922024,2.534138544456439
449,977369,-1.7855078474535544,2.0503685128298987
450,977370,-1.370428451164492,1.4885062268399047
451,977371,-1.1310258118110497,0.8591745299108973
452,977372,-0.776473701525016,0.4058375091759965
453,977373,-0.4726070421195676,0.12705964525352087
454,977374,-0.15742227232330874,0.12418860649015873
455,977375,0.05885205449239117,-0.17095417838348137
456,978096,0.051716724028619376,0.18706435540779243
457,978097,-0.08311641714885898,-0.005008137861143069
458,978098,-0.2851200830370155,-0.12817570080938356
459,978099,-0.2939777346472148,-0.21344555208124305
460,978100,-0.2255769805462311,-0.360729840641727
461,978101,-0.2853661289150766,-0.5301211276801001
462,978102,-0.45710615180171876,-0.6254396146237271
463,978103,-0.7885299495500095,-0.3969049290600912
464,978104,-1.1300416282988053,0.16495735692990277
465,978105,-1.4705691235353564,0.7876856647031771
466,978106,-1.699391790132172,1.1190035379951815
467,978107,-2.1474413340814205,1.8700672784907488
468,978108,-2.3794625970930303,2.3653214651707386
469,978109,-2.472467939000123,2.78363181299262
470,978110,-2.3597789268481426,2.938955010090518
471,978111,-2.303188374894092,2.819232693658312
472,978112,-2.008917504733026,2.394031852804361
473,978113,-1.704312707693394,1.9783054398695064
474,978114,-1.3642773042129646,1.443430918255117
475,978115,-0.9600239265585908,0.7859630414451595
476,978116,-0.7853313531352153,0.3616235122202176
477,978117,-0.6140834220046953,0.1457213972153757
478,978118,-0.27650847730487715,0.15892817552684235
479,978119,-0.0816401418804924,0.2505143120780984
480,978840,0.5251089934181603,-0.5929968765977338
481,978841,0.497305809197257,-0.700086622471146
482,978842,0.5145290206615334,-0.7276485945994238
483,978843,0.4493268629753441,-0.7933953822804192
484,978844,0.3883074852161932,-0.9234534382607298
485,978845,0.31277140065143794,-0.9642221887004738
486,978846,0.2254251139397504,-0.9599156305554302
487,978847,-0.07942572897794253,-0.9274728925294369
488,978848,-0.8094438491852025,-0.22981047303240798
489,978849,-1.2191102361569204,0.4555064797821635
490,978850,-1.4907448855363659,0.7469169142634331
491,978851,-1.7916589944050814,1.4023750639390369
492,978852,-2.1164395534457228,1.9521789871229092
493,978853,-2.42448899277821,2.317662221698925
494,978854,-2.3531356881404935,2.4546107707113047
495,978855,-2.138583682471221,2.483034054468591
496,978856,-1.7013601571566608,2.020222605814595
497,978857,-1.3455778174803217,1.410413972476451
498,978858,-0.8731697316030251,0.8074958321703769
499,978859,-0.4475103625573362,0.3679397974996146
500,978860,-0.07770340783151486,-0.03400562937110152
501,978861,0.1698187454979435,-0.29986381885844704
502,978862,0.3036677031631776,-0.40207279883414326
503,978863,0.4419454866335113,-0.5028462594281589
504,979560,0.8865503882899044,-1.27486858289627
505,979561,0.9022973244858143,-1.4132526512903312
506,979562,0.9062340585347918,-1.4807220622293442
507,979563,0.9426488484878334,-1.483018893240034
508,979564,0.869327176825628,-1.5117292808736567
509,979565,0.773123238503741,-1.5154616312660276
510,979566,0.7335098521359052,-1.5593885243454702
511,979567,0.564230288029874,-1.6693493089822447
512,979568,0.25888735335605884,-1.6127898453440082
513,979569,-0.41577044428745524,-0.9220179188790487
514,979570,-0.768108141670939,-0.496817078025098
515,979571,-1.199180520033972,0.3306162935759054
516,979572,-1.4698309859011731,1.0317239595889691
517,979573,-1.6066324941031405,1.4873578113345594
518,979574,-1.7173531392306316,1.7603935977303107
519,979575,-1.6336975406898606,1.783936115589881
520,979576,-1.3386885328946114,1.5938733494552992
521,979577,-0.8603753459438486,1.1201519535005269
522,979578,-0.17415339203146307,0.5094820085333742
523,979579,0.32310532753000387,0.01164388696635843
524,979580,0.6122092342517869,-0.5131819989762629
525,979581,0.6961108786706193,-0.8396191063705518
526,979582,0.735724265038455,-0.907375621185901
527,979583,0.8703113603378724,-1.0035554197585368
528,980304,0.6215589776181084,-1.767538834689234
529,980305,0.5593093704686521,-1.922862031787132
530,980306,0.5406098837360092,-2.0150223760910606
531,980307,0.5782549030793562,-2.0606718924285206
532,980308,0.6021213532512821,-2.0431585559720107
533,980309,0.6021213532512821,-2.0296646737842083
534,980310,0.55881727871253,-1.9943508969948525
535,980311,0.5201880758569385,-2.0061221559246376
536,980312,0.4067609260707751,-2.0692850087186074
537,980313,0.09206824803063851,-1.8447697774236786
538,980314,-0.4005155998476675,-1.5806342111943508
539,980315,-0.813872674990302,-1.0896865826594047
540,980316,-0.9565792842657355,-0.5935710843504061
541,980317,-1.1499713444217536,-0.30417037700349026
542,980318,-1.3121155780640135,-0.1031976635681322
543,980319,-1.2820979809405602,-0.04721240768256818
544,980320,-0.915981714385655,-0.26684687307978106
545,980321,-0.7371063610352413,-0.4339413291074643
546,980322,-0.4317634263614263,-0.9357989049431872
547,980323,-0.10870518846721255,-1.2915206077237715
548,980324,0.19565356269435819,-1.5079969304812857
549,980325,0.40134791675343107,-1.6093445988279735
550,980326,0.5297838651013211,-1.5384299413729257
551,980327,0.6171301518130088,-1.5751792375439626
552,981024,1.639696821034907,-1.0896865826594047
553,981025,1.7002241070379354,-1.0466210012089707
554,981026,1.7454965486011764,-0.9501540987599988
555,981027,1.755092337845559,-0.8149281730056361
556,981028,1.725812878356289,-0.6934832333154128
557,981029,1.7354086676006717,-0.6908992984283868
558,981030,1.7221221901853727,-0.8091860954789118
559,981031,1.642895417449701,-0.7425779961689072
560,981032,1.4773065415145863,-0.6242911991183822
561,981033,1.3653556669967895,-0.5367245168358332
562,981034,1.0179388871745276,-0.27574709324620406
563,981035,0.6904518234752142,0.22926862522921754
564,981036,0.4613831110003376,0.5117788395440637
565,981037,0.28176962001574035,0.7690239127413219
566,981038,0.1171649275928699,0.8743910353567172
567,981039,-0.01250125014532566,0.9306633951186174
568,981040,0.024405631563838126,0.8149605329551188
569,981041,0.2738961519177855,0.7428974599947256
570,981042,0.7125959525007124,0.11213024368403746
571,981043,0.9618404269765986,-0.37451082670586544
572,981044,1.1426841473515013,-0.706690011626879
573,981045,1.3127018490917157,-0.9300568274164629
574,981046,1.4910851106860075,-1.1252874633250967
575,981047,1.6121396826920646,-1.136197410625873
576,981768,1.195830057012697,-1.4161236900536933
577,981769,1.2123151308427902,-1.5728824065332727
578,981770,1.2388880856733882,-1.7038017741425917
579,981771,1.2563573430157255,-1.7480157710983706
580,981772,1.2713661415774522,-1.7646677959258716
581,981773,1.1872184512805588,-1.753757848625095
582,981774,1.141946009717318,-1.73968975868462
583,981775,1.1869724054024977,-1.68112056791203
584,981776,1.0705927050796011,-1.5654177057485308
585,981777,0.7504870177221206,-1.4411017272949451
586,981778,0.345003410677441,-1.1697885641572117
587,981779,-0.26346804576763927,-0.4135569538875923
588,981780,-0.620726660712345,0.12964358014054733
589,981781,-0.8790748326764914,0.5508249667257905
590,981782,-1.064839470612616,0.7635689390909337
