id,time,u10,v10,wind_speed,wind_dir_rad
66,965682,-0.12346794115087811,1.1109646294577673,0.13716851549059872,359.8893183926127
67,965683,0.5233866722717327,0.7991698197566257,0.41827483254242076,0.5798212213655916
68,965684,1.0039142721250454,0.2864022966201265,0.28752335314633565,1.292893034460235
69,965685,1.1891868183050476,-0.17813177529188717,0.211831959098389,1.7194837527192135
70,965686,0.9859529230265855,-0.35671038637301944,0.3516996481184212,1.9179378570374297
71,965687,1.0095733273204504,-0.44858362680061203,0.452878064690569,1.988925011081733
72,966408,0.30711234545603283,-0.4457125880372499,0.13688383831139833,2.538262545017176
73,966409,0.4188171740957686,-0.5703156703671719,0.2388579974057128,2.5081763348968025
74,966410,0.37969587948405503,-0.7259259713414061,0.27563110012879216,2.659675216380606
75,966411,0.36788567733712263,-0.791672759022402,0.291245069182305,2.706586508354974
76,966412,0.33073274974989775,-0.8307188862041288,0.2747459415034639,2.762700797795162
77,966413,0.36148848450753424,-0.8918720118637449,0.3224014619433107,2.756513391021997
78,966414,0.36714753970293934,-1.045759689579962,0.3839480971497926,2.8039541236795458
79,966415,0.12307002866633598,-1.086815543896042,0.13375442014230543,3.0288338752692994
80,966416,-0.6039955410041906,-0.6165393944573041,0.3723870451056355,357.63352853085865
81,966417,-1.2196023279130426,0.037196131960282486,0.045364489128121244,358.4596927963555
82,966418,-1.607862723493446,0.4374189355729814,0.703309601057978,358.69482516089124
83,966419,-2.1887770415956838,1.1451299907417787,2.506434233378283,358.91122486983835
84,966420,-2.49879484795266,1.7021115108340568,4.253227473913059,359.02718198027964
85,966421,-2.581466262981187,2.017638670927569,5.20846615988572,359.0926154696385
86,966422,-2.42891781858331,2.2332536820560747,5.424389661762786,359.1726579956274
87,966423,-2.1841021699125234,2.285506587549268,4.991779897215723,359.2372854829949
88,966424,-1.985297100439161,2.0095997623901547,3.989652581316401,359.2206851881868
89,966425,-1.634681724202105,1.5866957525468934,2.5937425485575125,359.1997068349428
90,966426,-1.0631171494661884,0.9593737827522397,1.0199267211921554,359.1633519051846
91,966427,-0.5173873919266863,0.4644066999485865,0.24027817127967832,359.16069098591583
92,966428,-0.18227290600747903,0.04982870251907645,0.009082422410734255,358.6960577259348
93,966429,-0.010778928998897985,-0.20540664354382843,0.002214063626660874,356.9108353059999
94,966430,0.13660255195969606,-0.3690558530554773,0.05041397134304079,2.787089077465339
95,966431,0.08837755985972207,-0.41987323916698926,0.03710737232797599,2.9341347557383983
96,967128,1.2258476541361503,-0.551366814528981,0.6758917161588731,1.9934707166167982
97,967129,1.2561112971376645,-0.6736730658482131,0.8462083485893062,2.0630732182584666
98,967130,1.169257102182099,-0.793108278404083,0.9273474873233916,2.1668102878168725
99,967131,1.1754082491336264,-0.9742708243722418,1.1451659638573515,2.2628998542361956
100,967132,1.2236332412336004,-1.2016570944305327,1.4703875653093832,2.347133494463037
101,967133,1.1569548082790444,-1.326834384513127,1.5350874209524288,2.4244834671065973
102,967134,1.1089758620571315,-1.4287562606124873,1.5844562057822567,2.4815441224893107
103,967135,0.6141776012762756,-1.0199203407097017,0.6264122283499663,2.5995703358123023
104,967136,0.08862360573778316,-0.423031381806688,0.03749056639594553,2.9350827148203393
105,967137,-0.3717282321145199,0.2375946376429683,0.08832063461091055,358.9979222909329
106,967138,-0.602519265735824,0.7871114569505049,0.4742498170940729,359.3466641283083
107,967139,-1.161289454812564,1.4121365957344687,1.6398993373813513,359.3117708070865
108,967140,-1.5345410518312406,1.9559113375152806,3.001426241159347,359.33474129258
109,967141,-1.6258240725919055,2.261964069689697,3.6775556358394637,359.37678976867295
110,967142,-1.5552089055883722,2.3670440884287562,3.681248046244712,359.4187016121568
111,967143,-1.4351385170945594,2.4414039923998385,3.5037529052814413,359.4685746536669
112,967144,-1.1969661071314222,2.1568840509506386,2.581717106000238,359.4933631795892
113,967145,-0.6827302219837401,1.8600186428189809,1.2698909409056978,359.64821242626465
114,967146,-0.19088451173961718,1.3498350545695073,0.2576626053205199,359.85951828207357
115,967147,0.14841275410662846,0.5554186287471703,0.08243120837449455,0.2611084793019245
116,967148,0.48032864361104166,0.15892817552684235,0.07633775498238574,1.2512609608382945
117,967149,0.9022973244858143,-0.24904643274693505,0.2247139299402958,1.8401047320637076
118,967150,1.043035566736759,-0.14856007602925603,0.15495344309563108,1.7122752452653458
119,967151,1.1508036613275172,-0.4210216546723342,0.4845132616950918,1.9215211519826312
120,967872,0.8550565158980847,-0.02682803246269616,0.022939483965953692,1.6021617788511548
121,967873,0.8548104700200236,-0.20081298152244909,0.17165703912132702,1.8015334769776246
122,967874,0.7760757890404741,-0.3205352979546552,0.2487596842754825,1.9624767330292912
123,967875,0.7509791094782428,-0.31450611655159433,0.23618752333337675,1.9673993628865105
124,967876,0.7741074220159854,-0.29986381885844704,0.23212680777238084,1.9403651414409069
125,967877,0.7148103654032623,-0.33546469952413904,0.2397936444467454,2.009588521548949
126,967878,0.7354782191603939,-0.46494854775177696,0.34195952990168826,2.134536235721214
127,967879,0.31547790531011,-0.09487165115438145,0.029929909779495743,1.8629168414728952
128,967880,-0.2137667783992987,0.4443094286050506,0.09497859516533488,359.55156900527004
129,967881,-0.6539428542505923,1.161207807816607,0.7593635482216653,359.4871112349189
130,967882,-0.7061045803995438,1.5838247137835313,1.118345884952548,359.58062557129557
131,967883,-1.0006214964386708,2.137360987359775,2.138689349601573,359.56214934605146
132,967884,-1.2565092096222066,2.7414275431711945,3.4446289555065857,359.57023121395815
133,967885,-1.4388292052654754,3.1735188770572145,4.5661516437712155,359.5743337983621
134,967886,-1.592607879053658,3.2837667655703258,5.229752823821847,359.5484289239271
135,967887,-1.4068432411175338,3.100594492467813,4.3620504051745925,359.57404572751386
136,967888,-1.0102172856830536,2.86201117123241,2.891253156996982,359.66067765303126
137,967889,-0.6118690091021455,2.5482066343969145,1.5591686683759531,359.7643439206842
138,967890,-0.15520785942075888,2.0018479577290766,0.31070253640494777,359.9226225060441
139,967891,0.11125982651940358,1.2390129583037246,0.13785236679616542,0.08955694566822103
140,967892,0.33639180494530285,0.6211654164281661,0.2089549556018715,0.4963321414488746
141,967893,0.5307680486135654,0.3332002284629314,0.17685203505886427,1.010207620449819
142,967894,0.7539316600149759,0.2663050252765906,0.20077578977711008,1.2312542810362288
143,967895,0.8545644241419625,0.1813222778810677,0.15495156798154353,1.3617162340793243
144,968592,0.3506624658728461,0.42823161153022227,0.15016475286389047,0.6861366318131559
145,968593,0.3213830063835762,0.3389423059896557,0.10893029728953756,0.7588125363782297
146,968594,0.1602229562535611,0.20256796472994854,0.03245603815129945,0.66920377779104
147,968595,0.05909810037045227,0.028295911793859485,0.0016722346352669721,1.1242556612968997
148,968596,-0.04768581070806177,-0.19880325438809532,0.009480094356897364,357.09382404831604
149,968597,-0.15028694185953717,-0.3297226219974143,0.049553004521899556,357.2860724939098
150,968598,-0.40273001275021736,-0.3667590220447874,0.14770486562435448,357.69051809645185
151,968599,-0.9327128340938096,0.0038920823052799314,0.0036301951174840127,358.43337651137415
152,968600,-1.3605866160420486,0.5327374225166084,0.7248354069408351,358.8024042398826
153,968601,-1.7545060668178567,1.193937649718937,2.094770849834128,359.02672070294983
154,968602,-1.8074059306009915,1.588418375804911,2.870916792705391,359.15020370265773
155,968603,-2.1737682430339573,2.2148790339705564,4.814633706206925,359.2239690939613
156,968604,-2.5214310687342802,2.8755050534202122,7.250387779996149,359.2801144314585
157,968605,-2.6213256952270836,3.381094979648306,8.862951148155398,359.340509411779
158,968606,-2.4230127175098435,3.6084812497065966,8.743395958934897,359.4086744494567
159,968607,-2.0377048724661733,3.5909679132500876,7.31733281369939,359.4838561226477
160,968608,-1.750323286890818,3.305012452419206,5.784840258933468,359.512956424618
161,968609,-1.4813951421700446,2.787938371137663,4.130038359672801,359.5115813248955
162,968610,-1.1125723709564679,2.1850202308315887,2.4309931388041495,359.5290340200022
163,968611,-0.7031520298628107,1.4247691662932627,1.0018293313650521,359.5415498437503
164,968612,-0.4420973532399921,0.8293157267719296,0.3666382878061705,359.5102345501092
165,968613,-0.13503209741974942,0.7256712274145518,0.0979889078749509,359.81602524727924
166,968614,0.23920368311117146,0.6828927498404549,0.16335046093175265,0.3369242547653357
167,968615,0.31720022645653767,0.5226887868448404,0.16579700155347635,0.5454501863896439
168,969336,0.382402384142727,-0.2430172513438742,0.09293037630170982,2.1369115968085453
169,969337,0.4837732859038969,-0.3808271119852624,0.18423398332640173,2.2376845105013103
170,969338,0.484019331781958,-0.4477223151716032,0.2167062558132306,2.3172580830321863
171,969339,0.46851844146410915,-0.4606419896067333,0.21581926704347304,2.3477177374830376
172,969340,0.36788567733712263,-0.5080141292022109,0.1868911220183839,2.5148324788292484
173,969341,0.2606096745024865,-0.48619423460065736,0.1267069212242629,2.64954621995372
174,969342,0.11790306522705318,-0.5226564268953582,0.061622794791581975,2.919722170277055
175,969343,-0.09049779349069165,-0.3452262313195704,0.031242212189528232,357.1147793670536
176,969344,-0.548635218440445,0.18247069338641264,0.10010984872503396,358.7502852525849
177,969345,-1.0877217372722976,0.8818557361414592,0.9592136533393288,359.11045707361683
178,969346,-1.385929341482341,1.374525987934423,1.904995897308319,359.2104708917684
179,969347,-1.8484955922371937,1.9851959329015751,3.6696259316957653,359.25024436216836
180,969348,-2.1636803620334524,2.5582552700686825,5.535246688916194,359.297970263783
181,969349,-2.2788298329660437,2.974268786879874,6.7778524428015805,359.34622288668794
182,969350,-2.1452269211788706,3.3007058942741625,7.080763143290712,359.4236741734434
183,969351,-1.824875187943329,3.144808489423592,5.738882983182654,359.47420535365694
184,969352,-1.4779504998771893,2.6883133260489926,3.973194024060618,359.49733439443935
185,969353,-1.2186181444007982,2.320246156585951,2.8274940658918553,359.51638782655016
186,969354,-0.8928534018479124,1.7796295574448373,1.5889483043937178,359.5349873665409
187,969355,-0.5419919797327954,1.247626074593811,0.6762033261353559,359.59017883310446
188,969356,-0.19260683288604485,0.8031892740253332,0.15469974227806105,359.764641727654
189,969357,0.034001420808220884,0.5723577574510075,0.019460976963941327,0.05933615324755692
190,969358,0.16908060786376033,0.46124855730888825,0.07798818644606932,0.35136096488366775
191,969359,0.23452881142801074,0.06849045448093083,0.01606298488357698,1.2866634511756274
192,970080,1.0125258778571835,-0.11669154575593454,0.11815320980503932,1.685538073988937
193,970081,1.0526313559811415,-0.2665597692034445,0.2805891713066419,1.8188143957724492
194,970082,1.0206453918331995,-0.4744229756708722,0.48421762389826983,2.005911295738315
195,970083,0.9847226936362801,-0.5588315153137229,0.5502940750485733,2.0869769561014664
196,970084,0.9431409402439556,-0.6165393944573041,0.5814835441859008,2.1497742688700328
197,970085,0.8223324141159594,-0.6185491215916579,0.5086529924077741,2.2156967108988965
198,970086,0.735724265038455,-0.6662083650634711,0.4901456597487931,2.3066493063785742
199,970087,0.6441951983997288,-0.5915613572160523,0.3810809858774077,2.313627815036739
200,970088,0.21779769171985652,-0.07075492554213847,0.015410259460888077,1.8849064438444998
201,970089,-0.24649088018142407,0.5726448613273436,0.14115173589994645,359.5935282659249
202,970090,-0.514188795511892,1.089718942608887,0.5603212705465561,359.55912122955533
203,970091,-0.8306037946984564,1.7451770922844907,1.4495507152723162,359.55578302084564
204,970092,-1.2456831909875183,2.383983217132593,2.969687821178418,359.51849771697925
205,970093,-1.5424145199291952,2.8608627557270645,4.412636253958074,359.5055303864238
206,970094,-1.6204110632745614,3.0670033389364746,4.9698061415126835,359.51394069094766
207,970095,-1.506491821732276,3.064993611802121,4.617387809841565,359.5431630119507
208,970096,-1.2749626504767884,2.7442985819345567,3.498878193722974,359.5650827936966
209,970097,-0.9381258434111537,2.190475204481977,2.054941398675874,359.5953586426112
210,970098,-0.48146469372976686,1.377397026697785,0.6631680376033406,359.6637289982443
211,970099,-0.152993446518209,0.744045875500071,0.1138341428604141,359.79720295550186
212,970100,0.13266581791071874,0.5126401511730725,0.06800982494925016,0.2532337441747927
213,970101,0.4717170378789034,0.36191061609655373,0.1707194038019953,0.9163653731118302
214,970102,0.8646523051424673,0.003604978428943806,0.003117052908575132,1.5666270699509823
215,970103,0.8688350850695058,-0.14856007602925603,0.12907420629481092,1.7401462430471497
216,970800,1.0216295753454439,-1.3251117612551098,1.353773365936311,2.484801406232009
217,970801,1.1409618262050736,-1.3325764620398517,1.520418873686885,2.4335058950345
218,970802,1.1581850376693499,-1.3615739535498104,1.5769545806816927,2.4367374785906577
219,970803,1.1749161573775042,-1.3452090325986457,1.5805078274503106,2.423665102482005
220,970804,1.1540022577423115,-1.3518124217543788,1.5599945867486549,2.434971585761332
221,970805,1.1540022577423115,-1.3437735132169644,1.5507176681466948,2.43202490459322
222,970806,1.1682729186698546,-1.3598513302917932,1.5886774825970778,2.4318288111633137
223,970807,1.1544943494984337,-1.3294183194001532,1.5348059378671808,2.426501171644418
224,970808,1.0122798319791224,-1.166917525393849,1.181247076539179,2.4270365907906353
225,970809,0.5366731496870316,-0.5981647463717858,0.3210189584670907,2.4103269101898945
226,970810,0.13094349676429107,-0.05238027745662022,0.006858856691653617,1.9513216560741284
227,970811,-0.24993552247427941,0.4994333728616063,0.12482614098725717,359.53600191752537
228,970812,-0.6942943782526114,1.097757851146301,0.7621671047335439,359.43604997188885
229,970813,-1.0151382032442755,1.4020879600627008,1.4233130525684816,359.37333517862123
230,970814,-1.2269837042548755,1.4752994485284385,1.8101683822405985,359.3062355871411
231,970815,-1.257739439012512,1.4750123446521015,1.8551811988992641,359.293941941773
232,970816,-1.0486004426605837,1.176137209386091,1.2332979983918386,359.27186581624187
233,970817,-0.6003048528332742,0.6854766847274809,0.4114949803459711,359.2807464972208
234,970818,-0.11953120710190057,0.2907088547651697,0.034748780325291835,359.6099002377635
235,970819,0.304651886675422,-0.21545527921559637,0.06563885730721127,2.186350136372255
236,970820,0.5905571969824108,-0.580651409915276,0.3429078690634502,2.3477369440128086
237,970821,0.821348230603715,-0.8028698101995149,0.659435698012512,2.3448181707757954
238,970822,0.9547050965128269,-0.9820226290333198,0.9375420088290356,2.370298548682854
239,970823,1.0678862004209293,-1.1023191532181986,1.1771514121813982,2.3720593777375143
240,971544,1.9091170575118026,-0.8875654537187012,1.694466347352575,2.00597906839198
241,971545,1.9757954904663584,-0.913691906465298,1.8052683484697454,2.0039491682933317
242,971546,2.0294334918836765,-0.9860420833020269,2.0011068282598874,2.0230766634886663
243,971547,2.0326320882984708,-1.0618375066547907,2.1583249885853686,2.052199260985674
244,971548,1.9664457471000372,-1.072460350079231,2.1089350943467204,2.0700856604990463
245,971549,1.8798375980225326,-0.9831710445386648,1.8482018948108678,2.0526808543920083
246,971550,1.8874650202424266,-0.859142169961415,1.6216007932173444,1.9979521485602163
247,971551,1.8761469098516161,-0.7908114473933932,1.4836784533023986,1.9697057381628724
248,971552,1.75533838372362,-0.7155902317933021,1.2561030008844654,1.9578930505562653
249,971553,1.5698197916655567,-0.5126077912235902,0.8047018560247575,1.8864198022816367
250,971554,1.2910498118223397,-0.2987154033531021,0.38565646528745673,1.7981693222140507
251,971555,0.9921040699781128,-0.06903230228412127,0.06848722805603609,1.640266070562916
252,971556,0.8215942764817761,0.11930784059244282,0.09802263897015112,1.4265893057514063
253,971557,0.743351687258349,0.4543580642768186,0.3377478336996104,1.0221611384017137
254,971558,0.6240194363987193,0.6530339467014872,0.4075058753698933,0.7626821831050279
255,971559,0.49902813034368465,0.8344835965459816,0.41643078898681485,0.5389537398880293
256,971560,0.3939665404115983,0.7931406383535653,0.31247087335200074,0.4610178646420877
257,971561,0.5775167654451729,0.7650044584726152,0.4418029004082409,0.6466421464262453
258,971562,0.9623325187327207,0.24534644230404634,0.23610485978456508,1.3211645212546728
259,971563,1.3208213630677317,-0.288379663804998,0.3808980206279317,1.785756593453641
260,971564,1.5902415995446275,-0.665921261187135,1.0589756915610054,1.9673653420778692
261,971565,1.8023331464332886,-0.8594292738377511,1.5489778672528705,2.0157470081866222
262,971566,1.8660590288511116,-0.82985757457512,1.5485632196963872,1.9892434894388202
263,971567,1.9164984338536355,-0.880674960686632,1.6878121828900423,2.001541237686183
264,972264,1.5014190375645733,-0.7405682690345539,1.1119032977447219,2.0290257954289928
265,972265,1.4403996598054225,-0.789088824135376,1.1366032738408562,2.071969142754085
266,972266,1.4022625487059532,-0.9119692832072808,1.2788203714117827,2.147421480165633
267,972267,1.4042309157304418,-1.137345826131218,1.597096170930436,2.251570231491087
268,972268,1.3690463551677057,-1.1562946819694089,1.5830210198500205,2.272146249913874
269,972269,1.3021218763350888,-1.1011707377128537,1.433858507155955,2.272773612302899
270,972270,1.2561112971376645,-0.9751321360012501,1.2248744922331518,2.2309244926970564
271,972271,1.1835277631096424,-0.9920712647050878,1.1741438847617665,2.268418871959568
272,972272,1.0988879810566268,-0.9168500491049967,1.007515499392659,2.2661304734457985
273,972273,0.9214889029745795,-0.6653470534344623,0.6131099263666916,2.196158180379939
274,972274,0.7170247783058121,-0.4655227555044492,0.33379135056188847,2.1466386496036876
275,972275,0.34721782357999087,0.10064608863058844,0.03494611584615178,1.28866398334236
276,972276,0.1715410666443712,0.41129248282638464,0.07055355120684974,0.39514159615760036
277,972277,0.08517896344492804,0.6360948179976496,0.05418189724972994,0.13311732095547768
278,972278,0.007920557733745115,0.7911309112192115,0.006266198057262146,0.010011355897120211
279,972279,0.07484503656636199,0.8953496183292615,0.06701247492353182,0.08339918641001987
280,972280,0.20500330606067974,0.9010916958559858,0.1847267767143016,0.223697918541518
281,972281,0.50025835973399,0.683179853716791,0.34176643302366916,0.632043907221771
282,972282,0.898852682192959,0.30448984082930863,0.2736915101299312,1.2441752320862633
283,972283,1.2482378290397096,-0.015918085161919393,0.019869556064983477,1.5835480812951914
284,972284,1.4519638160742938,-0.2786181320095662,0.40454344618010113,1.7603823158433443
285,972285,1.5617002776895408,-0.5507926067763083,0.8601729669519066,1.9098635969948532
286,972286,1.530698497053843,-0.6085004859198899,0.9314307792541088,1.9491726605197073
287,972287,1.4721395780753033,-0.748607177571968,1.1020542545349408,2.0412338528039413
288,973008,1.1697491939382212,-1.0469081050853069,1.2246199120509282,2.3008338492944063
289,973009,1.150311569571395,-1.1344747873678558,1.3049994732962928,2.349263195045239
290,973010,1.0954433387637714,-1.1738080184259188,1.285840174772175,2.3907140468274974
291,973011,1.0678862004209293,-1.136197410625873,1.2133295357613618,2.3871775935345454
292,973012,1.02974908932146,-1.106912815239578,1.139842463451209,2.392292950842659
293,973013,1.0312253645898264,-1.0540857019937127,1.0869999123473895,2.3671566061419753
294,973014,0.9529827753663993,-1.0222171717203912,0.9741553573332895,2.3912319874427794
295,973015,0.9438790778781389,-1.014178263182977,0.9572616438572008,2.3920815922563747
296,973016,0.896392223412348,-1.017910613575348,0.9124471581378336,2.4195886186047915
297,973017,0.7428595955022268,-0.986329187178363,0.7327041010193589,2.4960748596220697
298,973018,0.3440192271651966,-0.5772061633992411,0.19857001824759515,2.6041139549779473
299,973019,-0.19408310815441143,-0.027689344091704537,0.005374033964075005,358.2874925126222
300,973020,-0.6327829087373384,0.6145620272724326,0.3888843472169654,359.1999951427533
301,973021,-0.8374930792841668,1.1009159937859994,0.9220095256690253,359.3496708657559
302,973022,-0.9915177989504103,1.2648523071739848,1.2541235756064977,359.3351534813929
303,973023,-1.0557357731243555,1.2740396312167435,1.3450492150536775,359.3080307137182
304,973024,-0.8500414190652825,1.0891447348562147,0.9258181359846576,359.33728348100635
305,973025,-0.4777740055588504,0.805199001159687,0.3847031520560491,359.46447612349544
306,973026,0.11372028530001455,0.30937060672702454,0.03518171366043583,0.35225488227240476
307,973027,0.6380440514482015,-0.24186883583852925,0.15432297193747516,1.933137938844368
308,973028,0.981770143099547,-0.6805635588802823,0.6681569825902317,2.1769442795546183
309,973029,1.088800100056122,-0.8637358319827948,0.9404356602849248,2.2414332948865194
310,973030,1.1466208814004786,-0.9171371529813328,1.0516086107165814,2.245452415781301
311,973031,1.193123552354025,-1.039730508176901,1.2405269574068798,2.287604062345679
312,973752,1.632315444693074,-0.9102466599492631,1.4858096815154669,2.0794873150784383
313,973753,1.6807864826711092,-0.773872318689556,1.3007141325667544,2.0022839225229063
314,973754,1.6913664554277363,-0.684870117025326,1.1583663422615045,1.9555378963299859
315,973755,1.7477109615037263,-0.6920477139337318,1.209499375525578,1.9478270121819037
316,973756,1.8106987062873658,-0.7250646597123978,1.3128736413159277,1.9516764688320336
317,973757,1.7597672095287198,-0.7589429171200721,1.3355628594519757,1.9779695984493628
318,973758,1.6884139048910032,-0.7865048892483499,1.3279457912716726,2.0067318619977073
319,973759,1.506339955125795,-0.8812491684393042,1.3274608328415056,2.1001333259240482
320,973760,1.254388975991237,-0.779040188463608,0.9772194242628855,2.1265512504798494
321,973761,1.0317174563459486,-0.4692551058968202,0.48413868423321604,1.99765885779658
322,973762,0.5671828385666071,-0.1534408419269715,0.08702901227618975,1.8350035106025189
323,973763,0.10830727598267065,0.20945845776201777,0.02268587499173542,0.47721992777962896
324,973764,-0.22434675115592584,0.6952382165229118,0.1559744351563554,359.6878584022525
325,973765,-0.3604101217237097,1.115271187602811,0.4019550244788753,359.68743396012513
326,973766,-0.47555959265630054,1.3056210576137288,0.6209006183222732,359.65069584032784
327,973767,-0.543468255001162,1.3937619476489496,0.7574653735757956,359.6282055215207
328,973768,-0.44037503209356443,1.3581610669832576,0.5981002234609818,359.6864523919842
329,973769,-0.009548699608592504,1.0776605798027652,0.010290257156558234,359.9911396501736
330,973770,0.6085185460808705,0.7845275220634789,0.47739954708649623,0.6597158517303683
331,973771,1.308026977408555,0.09232007621683769,0.12075715024803761,1.5003335325865805
332,973772,1.6084489945211482,-0.43595105624181807,0.7012050380725848,1.8354755288724505
333,973773,1.6884139048910032,-0.7632494752651158,1.2886810269383833,1.995354694745572
334,973774,1.5442310203472032,-0.8022956024468422,1.2389297567865611,2.049956426771928
335,973775,1.6069727192527816,-1.0503533516013417,1.687889181599081,2.1497138304144983
336,974424,0.1712950207663101,-1.897022682916872,0.32495053986440686,3.0515401017917725
337,974425,0.22370279279332272,-1.88726115112144,0.4221855902362072,3.023610117768044
338,974426,0.21386095767087898,-1.8955871635351906,0.4053920861422609,3.0292472778313595
339,974427,0.17966058062038726,-1.8875482549977765,0.3391180154418993,3.046696558181793
340,974428,0.2064795813290463,-1.930039628695538,0.3985137744815227,3.035015973286363
